id,type,lat,lon,name,city,text_description,tags
2399140047,node,59.9856458,30.2899741,Трактир,Санкт-Петербург,Трактир. Тип: cafe,"{'amenity': 'cafe', 'level': '0', 'name': 'Трактир'}"
2399140058,node,59.9856237,30.2896334,Шикэ,Санкт-Петербург,Шикэ. Тип: restaurant. Кухня: chinese. Часы работы: 11:30-23:30. Телефон: +7 812 4306844. Вебсайт: https://shike-china.ru/,"{'addr:city': 'Санкт-Петербург', 'addr:housenumber': '17', 'addr:street': 'улица Савушкина', 'amenity': 'restaurant', 'check_date:opening_hours': '2025-05-17', 'contact:instagram': 'https://www.instagram.com/shike_china/', 'contact:whatsapp': 'https://wa.me/+79500486867', 'cuisine': 'chinese', 'email': 'shike_restaurant@mail.ru', 'name': 'Шикэ', 'opening_hours': '11:30-23:30', 'phone': '+7 812 4306844', 'website': 'https://shike-china.ru/'}"
2399431176,node,59.9262464,30.3194843,Маруся,Санкт-Петербург,Маруся. Туризм: hostel. Телефон: +7 911 9244234. Вебсайт: http://marusya-hostel.ru/,"{'addr:floor': '5', 'contact:email': 'hostel@lenta.ru', 'internet_access': 'wlan', 'name': 'Маруся', 'name:en': 'Marusya', 'name:ru': 'Маруся', 'phone': '+7 911 9244234', 'tourism': 'hostel', 'website': 'http://marusya-hostel.ru/'}"
2400928307,node,59.9256318,30.3257431,Ротонда,Санкт-Петербург,Ротонда. Туризм: attraction. Часы работы: Mo-Fr 18:00-22:00; Sa-Su 11:00-22:00,"{'contact:vk': 'https://vk.com/rotondaeveryday', 'name': 'Ротонда', 'name:en': 'Rotunda', 'opening_hours': 'Mo-Fr 18:00-22:00; Sa-Su 11:00-22:00', 'tourism': 'attraction'}"
2401242401,node,60.05202,30.3150244,Мармезан,Санкт-Петербург,Мармезан. Магазин: convenience. Часы работы: 24/7,"{'name': 'Мармезан', 'opening_hours': '24/7', 'shop': 'convenience'}"
2401320427,node,59.9459466,30.3890092,Центральный,Санкт-Петербург,Центральный. Тип: restaurant. Часы работы: Mo-Fr 08:00-23:00; Sa-Su 11:00-23:00,"{'amenity': 'restaurant', 'contact:vk': 'https://vk.com/centralspb', 'name': 'Центральный', 'opening_hours': 'Mo-Fr 08:00-23:00; Sa-Su 11:00-23:00', 'operator': 'ООО «Ленрестрест»', 'wheelchair': 'no'}"
2401327584,node,59.9458413,30.3873509,Памятник фонарщику,Санкт-Петербург,Памятник фонарщику. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'statue', 'name': 'Памятник фонарщику', 'name:ru': 'Памятник фонарщику'}"
2401367149,node,59.9369263,30.3605643,Вокруг Пальца,Санкт-Петербург,Вокруг Пальца. Магазин: jewelry. Часы работы: Mo-Su 11:00-20:00. Описание: Обручальные кольца на заказ.,"{'brand': 'Ring Studio', 'contact:email': 'spb@ringstudio.ru', 'contact:instagram': 'https://instagram.com/ringstudio', 'contact:phone': '+7 812 2453777', 'contact:pinterest': 'https://pin.it/EUzovp6', 'contact:telegram': 'https://t.me/ringstudio_spb', 'contact:vk': 'https://vk.com/rs_jewellery', 'contact:website': 'https://ringstudio.ru', 'contact:whatsapp': 'https://wa.me/79313937645', 'contact:youtube': 'https://youtube.com/@ringstudio_projects', 'craft': 'jeweller', 'description': 'Обручальные кольца на заказ.', 'level': '0', 'name': 'Вокруг Пальца', 'opening_hours': 'Mo-Su 11:00-20:00', 'operator': 'ООО «Ринг Студио»', 'shop': 'jewelry', 'wheelchair': 'no'}"
2402063291,node,59.8779245,30.4346708,Продукты,Санкт-Петербург,Продукты. Магазин: convenience. Часы работы: 24/7,"{'floor': '2', 'name': 'Продукты', 'name:ru': 'Продукты', 'opening_hours': '24/7', 'shop': 'convenience'}"
2402878846,node,60.0363324,30.3238993,БелРосОбувь,Санкт-Петербург,БелРосОбувь. Магазин: shoes. Часы работы: Mo-Sa 11:00-20:00; Su 11:00-18:00,"{'name': 'БелРосОбувь', 'opening_hours': 'Mo-Sa 11:00-20:00; Su 11:00-18:00', 'shop': 'shoes'}"
2402878861,node,60.0374277,30.3246095,Ювелирный сад,Санкт-Петербург,Ювелирный сад. Магазин: jewelry. Часы работы: 10:00-21:00. Телефон: +7 812 3331600. Вебсайт: http://rugold.ru/,"{'check_date': '2023-12-28', 'email': 'info@rugold.ru', 'name': 'Ювелирный сад', 'opening_hours': '10:00-21:00', 'phone': '+7 812 3331600', 'shop': 'jewelry', 'website': 'http://rugold.ru/'}"
2402878866,node,60.0368094,30.3241328,Центральная районная библиотека «В Озерках»,Санкт-Петербург,"Центральная районная библиотека «В Озерках». Тип: library. Часы работы: Mo-Fr 11:00-20:00; Sa,Su 11:00-18:00","{'addr:housenumber': '111 к1', 'addr:street': 'проспект Энгельса', 'amenity': 'library', 'check_date': '2023-02-13', 'contact:email': 'ozerki@cbsvib.ru', 'contact:phone': '+7 812 5105795;+7 812 5106785', 'contact:vk': 'https://vk.com/engelsa111', 'contact:website': 'https://www.cbsvib.ru', 'image': 'https://sun9-65.userapi.com/impf/c624818/v624818840/425ae/3RRolg9JNqA.jpg?size=1280x853&quality=96&sign=986fe506782d799be7cb85feb69c831d&type=album', 'level': '1', 'name': 'Центральная районная библиотека «В Озерках»', 'opening_hours': 'Mo-Fr 11:00-20:00; Sa,Su 11:00-18:00', 'operator': 'Централизованная библиотечная система Выборгского района'}"
2402878934,node,60.0358676,30.3235323,585 Gold,Санкт-Петербург,585 Gold. Магазин: jewelry. Часы работы: Mo-Su 10:00-20:00,"{'addr:housenumber': '111 к1', 'addr:street': 'проспект Энгельса', 'check_date': '2023-02-13', 'contact:email': '78-00060@zoloto585.ru', 'contact:phone': '+7 499 4551585-4964', 'contact:website': 'https://zoloto585.ru/', 'level': '1', 'name': '585 Gold', 'opening_hours': 'Mo-Su 10:00-20:00', 'shop': 'jewelry'}"
2403276123,node,59.7495344,30.5570285,Колпино — город воинской славы,Санкт-Петербург,Колпино — город воинской славы. Туризм: attraction. Исторический объект: memorial. Доступно для инвалидных колясок. Описание: Въездной знак,"{'description': 'Въездной знак', 'historic': 'memorial', 'memorial': 'stele', 'name': 'Колпино — город воинской славы', 'tourism': 'attraction', 'wheelchair': 'yes'}"
2404701739,node,59.941545,30.3633949,Trappist,Санкт-Петербург,"Trappist. Тип: restaurant. Кухня: belgian;breakfast;burger;fish;fish and chips;seafood. Часы работы: Fr-Sa 09:00-01:00; Mo-Th,Su 09:00-23:00","{'addr:housenumber': '36', 'addr:street': 'улица Радищева', 'amenity': 'restaurant', 'contact:email': 'natalya.morozova@dreamteam.fm', 'contact:instagram': 'trappistbrasserie', 'contact:phone': '+7 921 2077779', 'contact:website': 'https://dreamteam.fm/trappistspb', 'cuisine': 'belgian;breakfast;burger;fish;fish_and_chips;seafood', 'description:en': 'Belgian brasserie, Belgian cuisine, Belgian waffles, belgian beer, wine', 'name': 'Trappist', 'name:en': 'Trappist', 'opening_hours': 'Fr-Sa 09:00-01:00; Mo-Th,Su 09:00-23:00', 'smoking': 'outside'}"
2405042246,node,59.8918031,30.4228726,Продукты,Санкт-Петербург,Продукты. Магазин: convenience. Часы работы: 24/7,"{'name': 'Продукты', 'opening_hours': '24/7', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'shop': 'convenience', 'wheelchair': 'limited'}"
2405042445,node,59.9549528,30.2933262,Вкусные штучки,Санкт-Петербург,Вкусные штучки. Тип: cafe. Кухня: ice cream. Часы работы: Mo-Su 10:00-21:00. Телефон: +7 812 2356067,"{'amenity': 'cafe', 'check_date': '2024-04-30', 'check_date:opening_hours': '2022-07-31', 'cuisine': 'ice_cream', 'name': 'Вкусные штучки', 'opening_hours': 'Mo-Su 10:00-21:00', 'phone': '+7 812 2356067'}"
2405045209,node,59.9562273,30.2932159,Colizeum,Санкт-Петербург,Colizeum. Тип: internet cafe. Часы работы: 24/7,"{'amenity': 'internet_cafe', 'check_date': '2024-09-24', 'contact:phone': '+7 931 1074244', 'name': 'Colizeum', 'opening_hours': '24/7'}"
2405443809,node,59.9300512,30.3113494,Dream House,Санкт-Петербург,Dream House. Туризм: hotel. Вебсайт: http://дримхаус-отель.рф/,"{'check_date': '2024-10-30', 'contact:vk': 'https://vk.com/dreamhousehotel', 'name': 'Dream House', 'tourism': 'hotel', 'website': 'http://дримхаус-отель.рф/'}"
2405751006,node,59.9286769,30.3094038,Колумб,Санкт-Петербург,Колумб. Туризм: hotel. Вебсайт: https://hotelcolumb.ru/,"{'contact:vk': 'https://vk.com/hotelcolumb', 'name': 'Колумб', 'tourism': 'hotel', 'website': 'https://hotelcolumb.ru/'}"
2405751007,node,59.9289713,30.309677,Петровский двор,Санкт-Петербург,Петровский двор. Туризм: hotel. Вебсайт: http://www.petrovskydvor.com/,"{'contact:vk': 'https://vk.com/hotelpetrovskydvor', 'name': 'Петровский двор', 'tourism': 'hotel', 'website': 'http://www.petrovskydvor.com/'}"
2406009329,node,59.9295408,30.3131269,Secret Coffee,Санкт-Петербург,Secret Coffee. Тип: cafe. Кухня: coffee shop. Часы работы: 10:00-22:00. Доступно для инвалидных колясок,"{'amenity': 'cafe', 'check_date': '2024-09-27', 'cuisine': 'coffee_shop', 'name': 'Secret Coffee', 'opening_hours': '10:00-22:00', 'wheelchair': 'yes'}"
2406009330,node,59.9295638,30.313219,Старые кони,Санкт-Петербург,Старые кони. Тип: bar. Часы работы: 12:00-02:00. Телефон: +7 931 3360257. Вебсайт: https://taplink.cc/starye_koni,"{'amenity': 'bar', 'check_date': '2024-09-27', 'name': 'Старые кони', 'opening_hours': '12:00-02:00', 'phone': '+7 931 3360257', 'website': 'https://taplink.cc/starye_koni', 'wheelchair': 'no'}"
2406319077,node,59.9295095,30.3118734,Witch Store,Санкт-Петербург,Witch Store. Магазин: gift. Часы работы: 12:00-22:00,"{'check_date': '2024-10-30', 'name': 'Witch Store', 'opening_hours': '12:00-22:00', 'shop': 'gift'}"
2406884078,node,59.9313035,30.3038904,Arcobaleno,Санкт-Петербург,Arcobaleno. Тип: restaurant. Кухня: italian. Часы работы: Mo-Su 07:00-23:00. Телефон: +7 812 3851292. Вебсайт: https://spb.dominarussia.com/restaurant-and-bar/arcobaleno-restaurant/,"{'amenity': 'restaurant', 'check_date': '2023-07-07', 'contact:vk': 'https://vk.com/restarcobaleno', 'cuisine': 'italian', 'indoor_seating': 'yes', 'internet_access': 'wlan', 'name': 'Arcobaleno', 'opening_hours': 'Mo-Su 07:00-23:00', 'outdoor_seating': 'no', 'phone': '+7 812 3851292', 'website': 'https://spb.dominarussia.com/restaurant-and-bar/arcobaleno-restaurant/'}"
2406884079,node,59.9314184,30.3031188,Галерея кукол,Санкт-Петербург,Галерея кукол. Туризм: gallery. Часы работы: Tu-Sa 12:00-18:00. Телефон: +7 812 3144934,"{'contact:vk': 'https://vk.com/club2469301', 'name': 'Галерея кукол', 'opening_hours': 'Tu-Sa 12:00-18:00', 'phone': '+7 812 3144934', 'tourism': 'gallery'}"
2406971634,node,59.9328966,30.304244,Долма,Санкт-Петербург,Долма. Тип: restaurant. Часы работы: 12:00-23:00. Вебсайт: https://dolmapiter.ru/,"{'amenity': 'restaurant', 'check_date': '2023-02-07', 'contact:facebook': 'https://www.facebook.com/restdolma/', 'level': '-1', 'name': 'Долма', 'opening_hours': '12:00-23:00', 'website': 'https://dolmapiter.ru/'}"
2406971637,node,59.9330253,30.3032303,Мансарда,Санкт-Петербург,Мансарда. Тип: restaurant. Часы работы: Mo-Fr 12:00-24:00; Sa-Su 12:00-01:00. Телефон: +7 812 6401616. Вебсайт: http://ginza.ru/spb/restaurant/mansarda,"{'amenity': 'restaurant', 'diet:lactose_free': 'yes', 'diet:vegetarian': 'yes', 'level': '5', 'name': 'Мансарда', 'opening_hours': 'Mo-Fr 12:00-24:00; Sa-Su 12:00-01:00', 'operator': 'Панорама', 'outdoor_seating': 'yes', 'payment:cash': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'phone': '+7 812 6401616', 'website': 'http://ginza.ru/spb/restaurant/mansarda'}"
2407126692,node,59.934857,30.3102895,Amber,Санкт-Петербург,Amber. Магазин: gift. Часы работы: Mo-Su 10:00-21:00. Телефон: +7 812 3121744. Вебсайт: https://souvenirboutique.com/,"{'check_date': '2025-04-28', 'contact:vk': 'https://vk.com/souvenirboutique_rus', 'name': 'Amber', 'opening_hours': 'Mo-Su 10:00-21:00', 'phone': '+7 812 3121744', 'shop': 'gift', 'website': 'https://souvenirboutique.com/'}"
2407126694,node,59.9347641,30.3109658,ToNYc,Санкт-Петербург,"ToNYc. Тип: bar. Часы работы: Mo 12:00-01:00, Tu-Fr 12:00-02:00, Sa 13:00-02:00, Su 13:00-01:00. Вебсайт: https://tonycbar.ru/","{'amenity': 'bar', 'check_date': '2024-06-27', 'contact:vk': 'https://vk.com/tonycbar', 'name': 'ToNYc', 'opening_hours': 'Mo 12:00-01:00, Tu-Fr 12:00-02:00, Sa 13:00-02:00, Su 13:00-01:00', 'website': 'https://tonycbar.ru/'}"
2407126698,node,59.9346343,30.3126363,Сoffee Room Street,Санкт-Петербург,"Сoffee Room Street. Тип: cafe. Часы работы: Mo-Th,Su 09:00-21:00; Fr-Sa 09:00-22:00. Телефон: +7 981 9842000. Вебсайт: https://www.coffeeroomspb.com/","{'amenity': 'cafe', 'check_date': '2024-06-28', 'contact:vk': 'https://vk.com/coffeeroomspb', 'indoor_seating': 'yes', 'name': 'Сoffee Room Street', 'opening_hours': 'Mo-Th,Su 09:00-21:00; Fr-Sa 09:00-22:00', 'operator': 'Кэнди', 'outdoor_seating': 'no', 'payment:cash': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'phone': '+7 981 9842000', 'takeaway': 'yes', 'website': 'https://www.coffeeroomspb.com/', 'wheelchair': 'no'}"
2407181729,node,59.9324261,30.3104607,Музей варежки,Санкт-Петербург,Музей варежки. Туризм: museum. Часы работы: 11:00-19:00. Вебсайт: http://музей-варежки.рф/,"{'contact:vk': 'https://vk.com/varezhkaspb', 'name': 'Музей варежки', 'name:en': 'Museum of Mitten', 'name:zh': '该博物馆中的手套', 'opening_hours': '11:00-19:00', 'tourism': 'museum', 'website': 'http://музей-варежки.рф/'}"
2407188220,node,59.9332597,30.31151,Продукты,Санкт-Петербург,Продукты. Магазин: convenience. Часы работы: 24/7,"{'check_date': '2024-09-28', 'name': 'Продукты', 'name:en': 'Food Market', 'opening_hours': '24/7', 'shop': 'convenience'}"
2407188221,node,59.9333692,30.3118102,Da Manu,Санкт-Петербург,Da Manu. Тип: restaurant. Часы работы: 12:00-24:00,"{'amenity': 'restaurant', 'check_date': '2024-09-28', 'name': 'Da Manu', 'opening_hours': '12:00-24:00'}"
2407188222,node,59.9335812,30.3101765,Росфото,Санкт-Петербург,"Росфото. Туризм: museum. Часы работы: We, Sa-Mo 11:00-19:00; Tu, Th-Fr 12:00-21:00. Описание: РОСФОТО осуществляет деятельность по всем направлениям актуальной проблематики, связанной с фотографией и изображением: выставочные, научно-исследовательские и образовательные программы в области визуальной культуры.","{'contact:email': 'office@rosphoto.org', 'contact:fax': '+7 812 3146184', 'contact:phone': '+7 812 5007000', 'contact:vk': 'rosphoto.museum', 'contact:website': 'https://rosphoto.org/', 'contact:youtube': 'https://www.youtube.com/@RosphotoOrg', 'description': 'РОСФОТО осуществляет деятельность по всем направлениям актуальной проблематики, связанной с фотографией и изображением: выставочные, научно-исследовательские и образовательные программы в области визуальной культуры.', 'description:en': 'The Centre exhibits works of well known national and international masters of photography, as well as young talented artists working in the genres of contemporary art closely connected with photography.', 'description:ru': 'РОСФОТО осуществляет деятельность по всем направлениям актуальной проблематики, связанной с фотографией и изображением: выставочные, научно-исследовательские и образовательные программы в области визуальной культуры.', 'full_name': 'Государственный музейно-выставочный центр ""Росфото""', 'full_name:en': 'State Russian Museum and Exhibition Centre ROSPHOTO', 'full_name:ru': 'Государственный музейно-выставочный центр ""Росфото""', 'image': 'https://upload.wikimedia.org/wikipedia/commons/3/3d/Rosphoto_museum.jpg', 'name': 'Росфото', 'name:en': 'ROSPHOTO', 'name:ru': 'Росфото', 'opening_hours': 'We, Sa-Mo 11:00-19:00; Tu, Th-Fr 12:00-21:00', 'operator': 'Федеральное государственное бюджетное учреждение культуры «Государственный музейно-выставочный центр РОСФОТО»', 'operator:ref:inn': '7813173210', 'operator:ref:ogrn': '1027806860740', 'operator:type': 'government', 'tourism': 'museum', 'wheelchair': 'no', 'wikimedia_commons': 'File:Rosphoto museum.jpg'}"
2407215418,node,59.933157,30.3103416,Made In China,Санкт-Петербург,"Made In China. Тип: restaurant. Кухня: asian;chinese. Часы работы: Su-Th 12:00-23:00; Fr, Sa 12:00-01:00. Телефон: +7 812 9055135. Вебсайт: https://madeinchina-spb.ru/","{'amenity': 'restaurant', 'check_date': '2023-11-02', 'contact:facebook': 'madeinchinacafe', 'contact:instagram': 'madeinchinacafe', 'contact:vk': 'madeinchinaspbru', 'cuisine': 'asian;chinese', 'email': 'madeinchinaspb@gmail.com', 'internet_access': 'wlan', 'name': 'Made In China', 'opening_hours': 'Su-Th 12:00-23:00; Fr, Sa 12:00-01:00', 'operator': 'Мальчики и девочки', 'outdoor_seating': 'yes', 'payment:cash': 'yes', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'phone': '+7 812 9055135', 'website': 'https://madeinchina-spb.ru/'}"
2407215419,node,59.9339028,30.3123739,ПхалиХинкали,Санкт-Петербург,ПхалиХинкали. Тип: restaurant. Кухня: georgian. Часы работы: Mo-Su 11:00-23:00. Доступно для инвалидных колясок,"{'amenity': 'restaurant', 'check_date': '2023-07-03', 'check_date:opening_hours': '2022-05-14', 'contact:phone': '+7 812 4096066;+7 812 4096088', 'contact:vk': 'https://vk.com/phalihinkali', 'contact:website': 'https://phali-hinkali.ru', 'cuisine': 'georgian', 'name': 'ПхалиХинкали', 'opening_hours': 'Mo-Su 11:00-23:00', 'wheelchair': 'yes'}"
2407215420,node,59.9332069,30.3113665,Выставочный центр Санкт-Петербургского Союза Художников,Санкт-Петербург,Выставочный центр Санкт-Петербургского Союза Художников. Туризм: gallery. Часы работы: Tu-Su 12:00-19:00. Телефон: +7 812 3143060,"{'check_date': '2023-11-23', 'contact:vk': 'https://vk.com/public178147542', 'name': 'Выставочный центр Санкт-Петербургского Союза Художников', 'name:en': 'Exhibition Center Saint-Petersburg Union of Artists', 'name:es': 'centro de exhibición de la unión de artistas', 'note': 'залов несколько, а может быть и галерей тоже несколько, например https://lyssak.com/', 'opening_hours': 'Tu-Su 12:00-19:00', 'phone': '+7 812 3143060', 'tourism': 'gallery'}"
2407215422,node,59.934137,30.3129534,Герцен Хаус,Санкт-Петербург,Герцен Хаус. Туризм: hotel. Вебсайт: https://www.herzen-hotel.ru/,"{'addr:floor': '4', 'check_date': '2023-07-03', 'int_name': 'Herzen House', 'name': 'Герцен Хаус', 'tourism': 'hotel', 'website': 'https://www.herzen-hotel.ru/', 'wheelchair': 'no'}"
2407215423,node,59.9341231,30.3129747,Комфорт,Санкт-Петербург,Комфорт. Туризм: hotel. Вебсайт: https://comfort-hotel.ru/,"{'addr:floor': '2', 'check_date': '2023-07-03', 'contact:vk': 'https://vk.com/comfortotel', 'int_name': 'Comfort', 'name': 'Комфорт', 'tourism': 'hotel', 'website': 'https://comfort-hotel.ru/', 'wheelchair': 'no'}"
2407215424,node,59.9334875,30.3121339,All Seasons,Санкт-Петербург,"All Seasons. Тип: restaurant. Кухня: fine dining. Часы работы: Mo-Th,Su 12:00-23:00; Fr-Sa 12:00-01:00. Телефон: +7 812 2400508","{'amenity': 'restaurant', 'check_date': '2024-09-28', 'contact:instagram': 'https://www.instagram.com/allseasonsrest/', 'contact:vk': 'https://vk.com/allseasonsrest', 'cuisine': 'fine_dining', 'internet_access': 'wlan', 'level': '0', 'name': 'All Seasons', 'opening_hours': 'Mo-Th,Su 12:00-23:00; Fr-Sa 12:00-01:00', 'phone': '+7 812 2400508'}"
2407250624,node,59.9470324,30.389288,Смольнинская,Санкт-Петербург,Смольнинская. Туризм: hotel. Телефон: +7 812 5767683. Вебсайт: https://smolninskayahotel.com/,"{'email': 'tverskaya22@mail.ru', 'name': 'Смольнинская', 'phone': '+7 812 5767683', 'tourism': 'hotel', 'website': 'https://smolninskayahotel.com/'}"
2407279056,node,59.947921,30.3891962,"Концертный Зал ""Смольнинский""",Санкт-Петербург,"Концертный Зал ""Смольнинский"". Тип: arts centre","{'amenity': 'arts_centre', 'name': 'Концертный Зал ""Смольнинский""'}"
2407317101,node,60.1452952,30.002546,"Знак ""Белоостров 1870""",Санкт-Петербург,"Знак ""Белоостров 1870"". Туризм: information","{'name': 'Знак ""Белоостров 1870""', 'tourism': 'information'}"
2407890969,node,59.8781353,30.4599282,Лидер-Фит,Санкт-Петербург,Лидер-Фит. Досуг: sports centre,"{'leisure': 'sports_centre', 'name': 'Лидер-Фит'}"
2408065753,node,60.0288782,30.290553,Галерея «Сельская Жизнь»,Санкт-Петербург,Галерея «Сельская Жизнь». Тип: arts centre,"{'amenity': 'arts_centre', 'name': 'Галерея «Сельская Жизнь»'}"
2409301465,node,60.105768,30.2629114,Продукты,Санкт-Петербург,Продукты. Магазин: convenience,"{'name': 'Продукты', 'shop': 'convenience'}"
2409301784,node,60.1081427,30.269901,Продукты,Санкт-Петербург,Продукты. Магазин: convenience,"{'name': 'Продукты', 'shop': 'convenience'}"
2411778014,node,59.9297836,30.3741379,O'Hooligans,Санкт-Петербург,O'Hooligans. Тип: pub. Часы работы: Mo-Th 12:00-01:00; Fr-Sa 12:00-03:00; Su 12:00-01:00,"{'amenity': 'pub', 'name': ""O'Hooligans"", 'opening_hours': 'Mo-Th 12:00-01:00; Fr-Sa 12:00-03:00; Su 12:00-01:00', 'wheelchair': 'no'}"
2412369536,node,59.939618,30.376204,Император Александр II,Санкт-Петербург,Император Александр II. Исторический объект: memorial,"{'historic': 'memorial', 'memorial': 'statue', 'memorial:subject': 'Александр II', 'name': 'Император Александр\xa0II', 'subject:wikidata': 'Q83171', 'subject:wikipedia': 'ru:Александр II'}"
2413998967,node,59.9329937,30.31754,И. И. Бецкому,Санкт-Петербург,И. И. Бецкому. Исторический объект: memorial,"{'artist_name': 'Земмельгак Якоб, Лаверецкий Аким Панфилович', 'historic': 'memorial', 'inscription': 'Иван Иванович Бецкой, по мысли котораго основан Екатериною Великою Императорский Воспитательный дом в 1770 году', 'memorial': 'bust', 'memorial:subject': 'Иван Иванович Бецкой', 'name': 'И. И. Бецкому', 'start_date': '1868-10-01', 'subject:wikidata': 'Q2632757', 'subject:wikipedia': 'ru:Бецкой, Иван Иванович'}"
2423821902,node,59.9031491,30.2734807,Хлебник,Санкт-Петербург,Хлебник. Тип: cafe. Магазин: bakery. Часы работы: Mo-Fr 07:00-21:00; Sa-Su 09:00-21:00,"{'amenity': 'cafe', 'brand': 'Хлебник', 'brand:wikidata': 'Q110085956', 'check_date': '2024-12-11', 'name': 'Хлебник', 'note': 'возможно https://xleb.ru/', 'opening_hours': 'Mo-Fr 07:00-21:00; Sa-Su 09:00-21:00', 'shop': 'bakery'}"
2425120851,node,59.9296608,30.3143377,Pico,Санкт-Петербург,Pico. Тип: cafe. Кухня: mexican. Часы работы: 12:00-23:00,"{'amenity': 'cafe', 'check_date': '2025-06-09', 'cuisine': 'mexican', 'name': 'Pico', 'opening_hours': '12:00-23:00'}"
2425257120,node,59.7162887,30.4295683,Царскосельская Мясная Лавка,Санкт-Петербург,Царскосельская Мясная Лавка. Магазин: convenience. Доступно для инвалидных колясок. Телефон: +78124519335,"{'contact:mobile': '+79110826229', 'name': 'Царскосельская Мясная Лавка', 'payment:cash': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:qr_code': 'yes', 'phone': '+78124519335', 'shop': 'convenience', 'wheelchair': 'yes'}"
2426962446,node,59.9370884,30.3286102,Остапу Бендеру,Санкт-Петербург,Остапу Бендеру. Исторический объект: memorial. Доступно для инвалидных колясок. Памятник Остапу Бендеру в Санкт-Петербурге установлен около дома Жако на Итальянской улице в Центральном районе города.,"{'architect': 'В. Б. Бухаев', 'artist_name': 'А. С. Чаркин', 'height': '1.9', 'historic': 'memorial', 'memorial': 'statue', 'name': 'Остапу Бендеру', 'start_date': '2000-07-25', 'wheelchair': 'yes', 'wikidata': 'Q25396029', 'wikipedia': 'ru:Памятник Остапу Бендеру (Санкт-Петербург)'}"
2429693686,node,59.93848,30.3672215,Продукты,Санкт-Петербург,Продукты. Магазин: convenience. Часы работы: 24/7,"{'check_date': '2024-09-17', 'internet_access': 'no', 'name': 'Продукты', 'name:ru': 'Продукты', 'opening_hours': '24/7', 'payment:cash': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'shop': 'convenience', 'wheelchair': 'no'}"
2429982964,node,59.9400044,30.3633051,Радищев,Санкт-Петербург,Радищев. Туризм: hotel. Телефон: +7 812 7777959. Вебсайт: http://www.art-hotel.ru/rad/,"{'name': 'Радищев', 'phone': '+7 812 7777959', 'tourism': 'hotel', 'website': 'http://www.art-hotel.ru/rad/'}"
2430930214,node,59.8611322,30.1916603,Волна,Санкт-Петербург,Волна. Магазин: convenience. Часы работы: 24/7,"{'brand': 'Волна', 'name': 'Волна', 'opening_hours': '24/7', 'payment:cash': 'yes', 'payment:electronic_purses': 'no', 'payment:maestro': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'payment:visa_electron': 'yes', 'shop': 'convenience'}"
2432573268,node,59.7624127,30.6143466,столовая,Санкт-Петербург,столовая. Тип: cafe,"{'amenity': 'cafe', 'name': 'столовая'}"
2433717957,node,59.9443714,30.345494,Аквасфера,Санкт-Петербург,Аквасфера. Досуг: sauna. Часы работы: 24/7,"{'contact:phone': '+7 812 9257783', 'contact:vk': 'https://vk.com/club_sauna_spb', 'contact:website': 'http://sauna-spb.tilda.ws', 'contact:whatsapp': 'https://wa.me/+79119257783', 'leisure': 'sauna', 'name': 'Аквасфера', 'name:ru': 'Аквасфера', 'opening_hours': '24/7'}"
2434324664,node,60.0284344,30.2985157,И рыба и мясо,Санкт-Петербург,И рыба и мясо. Магазин: convenience,"{'name': 'И рыба и мясо', 'shop': 'convenience'}"
2434336865,node,60.0346204,30.2975479,Бруно Иванович,Санкт-Петербург,Бруно Иванович. Тип: restaurant. Телефон: +7 812 3016666. Вебсайт: http://www.bruno-restoran.ru/,"{'amenity': 'restaurant', 'internet_access': 'wlan', 'name': 'Бруно Иванович', 'phone': '+7 812 3016666', 'website': 'http://www.bruno-restoran.ru/'}"
2434336869,node,60.0337703,30.2995965,Алмаз,Санкт-Петербург,Алмаз. Досуг: fitness centre. Часы работы: Mo-Su 8:00-22:00,"{'addr:city': 'Санкт-Петербург', 'addr:housenumber': '28', 'addr:street': '1-я Утиная улица', 'leisure': 'fitness_centre', 'name': 'Алмаз', 'opening_hours': 'Mo-Su 8:00-22:00'}"
2434336870,node,60.0339813,30.296914,Пульс,Санкт-Петербург,Пульс. Досуг: fitness centre. Вебсайт: https://www.sport-puls.ru/,"{'leisure': 'fitness_centre', 'name': 'Пульс', 'website': 'https://www.sport-puls.ru/'}"
2434336871,node,60.0337004,30.2995442,МиниМаркет 24,Санкт-Петербург,МиниМаркет 24. Магазин: convenience. Часы работы: 24/7,"{'name': 'МиниМаркет 24', 'opening_hours': '24/7', 'shop': 'convenience'}"
